state,name,place_id,google_maps_url,website,formatted_address,latitude,longitude,phone_number,scorecard_url,scorecard_source_page,scorecard_match_text
NC,Caswell Pines Golf Club,ChIJi_63O7E1rYkR-mYsPyOdqOs,https://maps.google.com/?cid=16980995169709745914&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.caswellpines.com/,"2380 County Home Rd, Blanch, NC 27212, USA",36.438590399999995,-79.31929319999999,(336) 694-2255,,,
VA,James River Country Club,ChIJiwen-rR5sIkRyVmcfuN6GCI,https://maps.google.com/?cid=2456848714230946249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.jamesrivercc.com/,"1500 Country Club Rd, Newport News, VA 23606, USA",37.0543789,-76.5082081,(757) 595-3327,,,
VA,Fawn Lake Country Club,ChIJj-8DCpq8tokRn36meJC_wbA,https://maps.google.com/?cid=12736671848400846495&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.fawnlakecc.com/,"11305 Longstreet Dr, Spotsylvania Courthouse, VA 22551, USA",38.2678375,-77.7150802,(540) 972-6200,https://fawnlakecc.com/golf/hole-by-hole/,http://www.fawnlakecc.com/,Hole By Hole
NC,Washington Duke Inn & Golf Club,ChIJjekZ4L7mrIkRHAVBJHEa9DU,https://maps.google.com/?cid=3887761451569448220&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.washingtondukeinn.com/,"3001 Cameron Blvd, Durham, NC 27705, USA",35.9928204,-78.9474455,(919) 490-0999,,,
VA,Chester River Yacht & Country Club,ChIJk-y-zS6Lx4kRZXLSlMHkM9M,https://maps.google.com/?cid=15218759085891678821&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.crycc.org/,"7738 Quaker Neck Rd, Chestertown, MD 21620, USA",39.1898002,-76.07373799999999,(410) 778-3818,,,
NC,University Golf Course,ChIJk9PbGkZs9ogRiveyqomAwKI,https://maps.google.com/?cid=11727514758435501962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://golfcourse.uga.edu/,"2600 Riverbend Rd, Athens, GA 30605, USA",33.9154498,-83.37194,(706) 369-5739,https://golfcourse.uga.edu/play/tools/scorecard/,https://golfcourse.uga.edu/,Scorecard
NC,La Follette Country Club,ChIJkZlnUvxZXIgRIL92tLOs6g0,https://maps.google.com/?cid=1002803754870161184&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.lafollettetngolf.com/,"317 Country Club Rd, LaFollette, TN 37766, USA",36.3849945,-84.1001663,(423) 562-9130,https://www.lafollettetngolf.com/course/scorecard/,http://www.lafollettetngolf.com/,Scorecard
NC,Finley Golf Club,ChIJl29IVILCrIkRpLpGc6we0jI,https://maps.google.com/?cid=3662023173022857892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.finleygolfclub.com/,"500 Finley Golf Course Rd, Chapel Hill, NC 27514, USA",35.8969988,-79.0220922,(919) 962-2349,,,
VA,Royal New Kent Golf Course,ChIJl2N7nw3lsIkRh2-tpJ6DVCU,https://maps.google.com/?cid=2689919594837929863&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"New Kent County, VA 23140, USA",37.4739705,-77.0151118,,,,
NC,Patriot Hills Golf Club,ChIJlUfmaz7zW4gRwVpI6egb-jE,https://maps.google.com/?cid=3601221539196328641&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.patriothillsgolf.com/,"735 Constitution Dr, Jefferson City, TN 37760, USA",36.0602289,-83.4789663,(865) 475-4466,https://www.patriothillsgolf.com/aboutus/,http://www.patriothillsgolf.com/,Course Info / Scorecard
NC,Bays Mountain Golf Club,ChIJlW1oq__wWogRklNyPuaHxmE,https://maps.google.com/?cid=7045468090027627410&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/BaysMountainGolfClub/,"450 Silver Lake Rd, Church Hill, TN 37642, USA",36.5129976,-82.6931966,(423) 256-3777,,,
NC,Morristown Golf & Country Club,ChIJlY4Gx8OWW4gR0ql713DuKy8,https://maps.google.com/?cid=3399072512200124882&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"1180 Valley Home Rd, Morristown, TN 37813, USA",36.1918861,-83.3182928,(423) 586-9953,,,
NC,Old Chatham Golf Club,ChIJlZpllFLprIkRTMO0I8QJ6-4,https://maps.google.com/?cid=17215864738571141964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.oldchathamgolf.org/,"1480 O'Kelly Chapel Rd, Durham, NC 27713, USA",35.8429043,-78.9328462,(919) 361-1400,,,
NC,River Falls Plantation,ChIJld9h13ODV4gRQf6oi5UK9aw,https://maps.google.com/?cid=12462879181227228737&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.riverfallsgolf.com/,"100 Player Blvd, Duncan, SC 29334, USA",34.8859062,-82.0760803,(864) 433-9192,,,
NC,Eagle Point Golf Maintenance,ChIJm85b1neNqYkRtu1snuNyBPc,https://maps.google.com/?cid=17799477949216124342&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"1350 Porters Neck Rd, Wilmington, NC 28411, USA",34.2902495,-77.76043659999999,(910) 686-7143,,,
VA,Gore FORE Virtual Sports Suite,ChIJmYgpomNpSogRaof1Ie-4Smo,https://maps.google.com/?cid=7659137453503383402&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.goreforevirtualsportssuite.com/,"120 S 2nd St, Clarksburg, WV 26301, USA",39.2796737,-80.3379125,(304) 709-7620,,,
VA,Dinaldo's Sunny Croft Bistro,ChIJmcjaR-FBSogRqvRY8s9meJw,https://maps.google.com/?cid=11274874710432216234&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Co Rte 19/68, Clarksburg, WV 26301, USA",39.2598602,-80.3868136,(304) 624-4421,,,
NC,StorLogics Golf Simulator,ChIJn1xrO673qYkRrxbF0rDYpPA,https://maps.google.com/?cid=17340222719245227695&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"3829 Carolina Beach Rd #3039, Wilmington, NC 28412, USA",34.1749193,-77.9237403,(910) 620-9564,,,
NC,The Country Club of Whispering Pines,ChIJncn9mE5Nq4kRDK6U7ocWjaA,https://maps.google.com/?cid=11568927790863789580&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://countryclubofwhisperingpines.com/,"2 Clubhouse Blvd, Whispering Pines, NC 28327, USA",35.260336699999996,-79.37606819999999,(910) 949-3000,,,
NC,Pickens Golf Club,ChIJoRD8_Q1PWIgRa14sqWFwm9w,https://maps.google.com/?cid=15896422874486693483&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.pickensgolfclub.com/,"1018 State Rd S-39-204, Pickens, SC 29671, USA",34.8476084,-82.682043,(864) 878-6083,https://www.pickensgolfclub.com/scorecard/,http://www.pickensgolfclub.com/,Club Scorecard
VA,The Green Course at Golden Horseshoe Golf Club,ChIJoUsweKyJsIkRkdzQjG_R6gE,https://maps.google.com/?cid=138153015622294673&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.colonialwilliamsburghotels.com/golf/green-course/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"651 S England St, Williamsburg, VA 23185, USA",37.2553403,-76.691677,(757) 220-7696,,,
NC,The Bogey Brothers,ChIJp9FUK-tdq4kRMb_oZNJgn4k,https://maps.google.com/?cid=9916751361245495089&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://thebogeybrothers.com/,"2646 NC-87, Cameron, NC 28326, USA",35.2457761,-79.0257022,(919) 343-1507,,,
,Wetlands Golf Course,ChIJpVbhoOHDx4kRtoDigbTBE5U,https://maps.google.com/?cid=10742142517226143926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.golfwetlands.com/,"740 Gilbert Rd, Aberdeen, MD 21001, USA",39.545148399999995,-76.1806332,(410) 273-7488,,,
NC,Stone Creek Cove Golf Course,ChIJpZinRkJ7WIgRyrLAgtSO2xE,https://maps.google.com/?cid=1286779161922286282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://stonecreekcove.com/,"101 Lakefront Dr, Anderson, SC 29626, USA",34.4532021,-82.80699299999999,(864) 261-0888,,,
VA,Hamptons Golf Course,ChIJp_1wz6uDuokRO1CdTO_5mgs,https://maps.google.com/?cid=836255487008526395&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://hampton.gov/335/The-Hamptons,"320 Butler Farm Rd, Hampton, VA 23666, USA",37.0661195,-76.4030034,(757) 766-9148,,,
NC,Golf Course,ChIJq6pqVcMIU4gRX5YdKpN_2Mg,https://maps.google.com/?cid=14472457672598591071&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Old Winston Rd, High Point, NC 27262, USA",35.9881844,-80.02563380000001,,,,
,Links At Lakewood Golf Course,ChIJqUviRXds_4gRvQ97hf50xBY,https://maps.google.com/?cid=1640564800779653053&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://links-golf-course.poi.place/,"3600 Green View Pkwy, Sumter, SC 29150, USA",33.8309968,-80.3634131,(803) 481-5700,,,
NC,Golf at Grandover Resort,ChIJqyfWBmQQU4gR5MWbWEPSq9A,https://maps.google.com/?cid=15036342967597778404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://grandoverresort.com/golf/,"1000 Club Rd, Greensboro, NC 27407, USA",35.992668099999996,-79.880783,(336) 323-3838,,,
VA,Beaver Creek Golf Course,ChIJr5qecx2bUogRs3W0i2Zezs8,https://maps.google.com/?cid=14974009605577012659&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/groups/beavercreekgolfmartinsville,"325 Beaver Hills Club Rd, Martinsville, VA 24112, USA",36.738974,-79.888064,(276) 340-0412,,,
NC,The Carolina Club,ChIJr61hgtckpYkRBefnt_f6NcA,https://maps.google.com/?cid=13850252170897123077&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.thecarolinaclub.com/,"127 Carolina Club Dr, Grandy, NC 27939, USA",36.2425189,-75.8854942,(252) 453-3588,https://www.thecarolinaclub.com/scorecard,https://www.thecarolinaclub.com/,Scorecard
NC,The Tee Box,ChIJrRPPeQCXW4gRR-ifGHefsH0,https://maps.google.com/?cid=9056914184505124935&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"224 N Fairmont Ave, Morristown, TN 37814, USA",36.2084993,-83.3072067,(423) 353-4007,,,
NC,The Georgia Club Village,ChIJs4hM83919ogRZasK41JVp-k,https://maps.google.com/?cid=16836519546432695141&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"828 Commons Park, Statham, GA 30666, USA",33.942543,-83.590665,(678) 500-8156,,,
NC,Willow Creek POA,ChIJs6Xao2yGV4gRXPKmmF6GPsE,https://maps.google.com/?cid=13924714838722277980&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://willowcreeklifestyle.com/,"203 Sandy Run Dr, Greer, SC 29651, USA",34.80835,-82.143785,(864) 476-8979,,,
NC,Mountain Harbour Golf Club,ChIJs8DmbSUoX4gRIYoo6s5Abxw,https://maps.google.com/?cid=2048927612912831009&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.mountainharbourgolfclub.com/,"1665 Mountain Harbour Dr, Hayesville, NC 28904, USA",35.0434955,-83.7322441,(828) 389-9000,,,
VA,Golden Horseshoe Golf Club,ChIJsSNMMJuJsIkRht6n8_JCdAU,https://maps.google.com/?cid=393012678725459590&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://colonialwilliamsburghotels.com/golf/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,"401 S England St, Williamsburg, VA 23185, USA",37.267643,-76.6991814,(800) 648-6653,,,
NC,"The Back Nine Golf | Greenville, SC",ChIJsSWlTPApWIgRO3sFGJilVKY,https://maps.google.com/?cid=11985386580996356923&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://thebackninegolf.com/greenville-sc/,"23 Milestone Plaza #23, Greer, SC 29650, USA",34.8615138,-82.2687275,(864) 342-6463,,,
NC,Winding Creek Golf Course,ChIJsd22n-KfU4gRaquW6byxDR0,https://maps.google.com/?cid=2093524826728082282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://windingcreekgolf.com/,"72 Winding Creek Rd, Thomasville, NC 27360, USA",35.9014372,-80.0998457,(336) 475-5580,,,
NC,Castle Bay Links Golf Course,ChIJt8DGo2SQqYkRZnDzcsV3DDs,https://maps.google.com/?cid=4254907437879095398&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.playcastlebay.com/,"107 Links Ct, Hampstead, NC 28443, USA",34.404392,-77.705575,(910) 270-1978,,,
NC,Cape Fear Country Club,ChIJtYtf-IL1qYkRNFd5IwbUj0g,https://maps.google.com/?cid=5228630815230482228&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.capefearcountryclub.net/,"1518 Country Club Rd, Wilmington, NC 28403, USA",34.2201126,-77.917819,(910) 762-4751,,,
NC,Chatuge Shores Golf Course,ChIJtz9UCfEmX4gRWt-dstEgb3s,https://maps.google.com/?cid=8894363874096963418&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.chatugeshoresgolf.com/,"260 Golf Course Rd, Hayesville, NC 28904, USA",34.998677,-83.81251100000001,(828) 389-8940,http://www.chatugeshoresgolf.com/Accommodations-.html,http://www.chatugeshoresgolf.com/,Scorecard
VA,Pete Dye River Course Maintenance,ChIJu2FkojzsTYgRb2fWfqA4O-k,https://maps.google.com/?cid=16806088696437041007&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"6340 Herons Landing Dr, Radford, VA 24141, USA",37.147788999999996,-80.5309448,,,,
VA,Pete Dye River Course of Virginia Tech,ChIJu8JBSj3sTYgRqVWs6ycTFcE,https://maps.google.com/?cid=13913047686009607593&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.petedyerivercourse.com/?&utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB&utm_term=pete,"8400 River Course Dr, Radford, VA 24141, USA",37.151772,-80.529748,(540) 633-6732,,,
VA,Jimstown Social Club,ChIJuXEqSZ-Mx4kRccpKchG4ujU,https://maps.google.com/?cid=3871609214749821553&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"122 Jimstown Cir, Chestertown, MD 21620, USA",39.226656999999996,-76.061295,(410) 778-4641,,,
NC,Crystal Lakes Golf Course,ChIJuYBg9PZl_4gRHrh8q2mBLD4,https://maps.google.com/?cid=4480098020175427614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.sumtercountysc.org/departments/j_-_r/recreation_and_parks/crystal_lakes_golf_course.php,"1305 Clara Louise Kellogg Dr, Sumter, SC 29153, USA",33.95491930000001,-80.3508992,(803) 775-1902,,,
VA,The Club at Viniterra,ChIJv1Gf-yLnsIkR52haceS13WE,https://maps.google.com/?cid=7051992584290986215&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.viniterragolf.com/,"8647 Angel's Share Dr, New Kent, VA 23124, USA",37.5316926,-77.0757051,(804) 932-3888,https://www.viniterragolf.com/scorecard/,http://www.viniterragolf.com/,Scorecard
NC,Blackthorn Club at The Ridges,ChIJv9qkvTxiWogR5fc4uzTQKGs,https://maps.google.com/?cid=7721650486024665061&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.blackthornclub.com/,"1501 Ridges Club Dr, Jonesborough, TN 37659, USA",36.346347,-82.4652911,(423) 913-3164,,,
NC,Currituck Golf Course,ChIJvUSj6qovpYkR2TDv8alRNu8,https://maps.google.com/?cid=17237054414157459673&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.invitedclubs.com/clubs/the-currituck-club,"1017 Ocean Trail, Corolla, NC 27927, USA",36.3005683,-75.8064888,,,,
NC,Balsam Mountain Preserve maintenance,ChIJvZiDwDNtWYgRCRtdA6slyiA,https://maps.google.com/?cid=2362742370935315209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"2358 High Climber Wy, Sylva, NC 28779, USA",35.375344,-83.122811,,,,
NC,Olde Point Golf Course Maintenance,ChIJw-dtqcOQqYkRT_bOIxU7dJ4,https://maps.google.com/?cid=11417815917272168015&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.oldepointgolf.com/index.htm,"771 Country Club Dr, Hampstead, NC 28443, USA",34.383327699999995,-77.673234,(910) 270-2584,,,
NC,Birdie's Indoor Golf Club,ChIJw0dmWtyZqYkRE5-qkGxr6rk,https://maps.google.com/?cid=13396638155594702611&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.birdiesindoorgolfclub.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1329679066451519257,"400 Alston Blvd Ext Unit D, Hampstead, NC 28443, USA",34.4518059,-77.6015628,(910) 634-6539,,,
NC,Asheboro Municipal Golf Course,ChIJw9xeBc9oU4gRUyF4fTAxAdo,https://maps.google.com/?cid=15708891059578216787&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://asheborocrs.recdesk.com/Community/Page?pageId=7767,"421 Country Club Dr, Asheboro, NC 27205, USA",35.6867125,-79.8198172,(336) 625-4158,https://asheborocrs.recdesk.com/RecDeskPortal/Portals/178/Disc_Golf_Score_Card.pdf,https://asheborocrs.recdesk.com/Community/Page?pageId=7767,Scorecard
VA,The Pines Golf Course,ChIJwQq6N4Z8sIkRktBOMXiZagM,https://maps.google.com/?cid=246177871147487378&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://jble-eustismwr.com/golf,"3518 Mulberry Island Rd, Newport News, VA 23604, USA",37.1404317,-76.60051519999999,(757) 878-2252,,,
NC,The Georgia Club Turf Management Shop,ChIJwTaB6uN19ogRd8flTaBSV7w,https://maps.google.com/?cid=13571406850559428471&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Statham, GA 30666, USA",33.945257,-83.58940969999999,,,,
NC,CORE Golf,ChIJwTmgbQg5q4kR8qLXk_R2Lcw,https://maps.google.com/?cid=14712546350513758962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://coregolfnc.com/,"222 CrossFit Lane, Raeford, NC 28376, USA",35.0299171,-79.12380929999999,(472) 234-5465,,,
VA,Stonewall Resort,ChIJwxcLlgU1SogRXr8DpfmMl0Q,https://maps.google.com/?cid=4942574119905640286&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.stonewallresort.com/?&utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB&utm_term=STON,"940 Resort Dr, Roanoke, WV 26447, USA",38.9495071,-80.49269989999999,(304) 269-7400,,,
VA,Augustine Golf Club,ChIJxRpEdtTttokRaw1olKd17jc,https://maps.google.com/?cid=4030288079153007979&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.golfaugustine.com/,"76 Monument Dr, Stafford, VA 22554, USA",38.443566499999996,-77.4767945,(540) 720-7374,,,
NC,Tot Hill Farm Golf Club,ChIJxUCIcDplU4gRtBnKQv6w68A,https://maps.google.com/?cid=13901399280897890740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.tothillfarm.com/,"3185 Tot Hill Farm Rd, Asheboro, NC 27205, USA",35.6349334,-79.90756979999999,(336) 857-4455,https://tothillfarm.com/scorecard/,http://www.tothillfarm.com/,Scorecard
NC,King's Grant Golf & Country Club,ChIJxZE3FX5uq4kRax0AbzitZbk,https://maps.google.com/?cid=13359274327556496747&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://kingsgrantgolfcc.com/,"347 Shawcroft Rd, Fayetteville, NC 28311, USA",35.144915999999995,-78.882181,(910) 630-1111,,,
NC,Saluda Valley Country Club,ChIJy98enoMVWIgRi_GrC5RTD_I,https://maps.google.com/?cid=17442251777145303435&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://saludavalleycc.com/,"598 Beaverdam Rd, Williamston, SC 29697, USA",34.6231058,-82.5170711,(864) 847-7102,,,
NC,The Club House,ChIJyR9PPXp1V4gR2F6fcQucsjk,https://maps.google.com/?cid=4157556978981232344&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://122clubhouse.com/,"122 S Liberty St, Spartanburg, SC 29306, USA",34.9495512,-81.92934000000001,(864) 606-9192,,,
NC,Nichols Realty,ChIJzfkzFW_zqYkRIQUNlZ80Ihk,https://maps.google.com/?cid=1811067860161463585&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.sellingcoastalproperty.com/,"800 Sun Runner Pl, Wilmington, NC 28405, USA",34.245262,-77.8064384,(910) 620-6925,,,
